frame,frame_checksum,normal_unique_teps,normal_scoring_calls,normal_bound_checks,normal_pdb_lookups,normal_bound_cycles,compact_unique_teps,compact_scoring_calls,compact_bound_checks,compact_table_lookups,compact_allocations,cycles_p1,cycles_p2,cycles_p4,cycles_p8,cycles_p16,word_mismatch,metric_mismatch,tie_mismatch
878,1570647650545510525,285299,286374,39932,425581,65474,180407,181482,39881,3098219,37904,319393,207039,151718,123214,109994,0,0,0
879,8351938633430905331,449217,450292,42074,484523,74542,362307,363382,42074,3172072,38172,324420,213670,159362,132284,118945,0,0,0
880,586660345816922471,80174,81249,28575,205309,31586,41574,42639,25500,2484232,28064,253747,153453,102734,77576,65509,0,0,0
881,15982597674653340074,25833,26898,20168,87698,13492,17664,18728,18348,1676695,13861,158980,91417,57340,40754,32893,0,0,0
882,12406543860709392316,395357,396432,41323,503581,77474,294285,295360,41323,3125449,38114,325995,216065,161366,134719,121820,0,0,0
883,9548870204237849579,139889,140964,36070,289159,44486,72518,73593,33405,2943869,36412,296537,184345,127863,99856,86697,0,0,0
884,819186526971142001,807,807,16085,0,0,807,807,16085,0,0,0,0,0,0,0,0,0,0
885,11078591901260383531,205678,206753,38920,356824,54896,103225,104299,38400,3020439,36459,305559,194283,138763,110739,97993,0,0,0
886,16133609442430276820,514378,515453,41899,529061,81394,480639,481714,41899,3180465,38206,326811,218170,164653,138028,125832,0,0,0
887,15720111131539876179,432554,433629,41562,488579,75166,361040,362115,41546,3191457,38204,330621,217214,160972,133360,120021,0,0,0
888,16961465110013467693,487863,488938,42254,519480,79920,437177,438252,42254,3137100,38202,331954,221080,165382,137413,124354,0,0,0
889,2860029795416429160,324353,325428,39410,447772,68888,211916,212991,39249,3184704,38076,325804,211917,155545,127628,113964,0,0,0
890,3121048271294528752,431225,432300,41570,497692,76568,347389,348464,41570,3201852,38142,332284,219553,163184,134888,121377,0,0,0
891,13139612100910725474,478129,479204,42177,524849,80746,421029,422104,42177,3161261,38208,331126,220904,165827,138297,125186,0,0,0
892,6304220401174970694,431052,432127,41786,501579,77166,329791,330866,41786,3109097,38152,320387,212902,159385,133122,120409,0,0,0
893,13780322671589011639,430447,431522,41797,484757,74578,360319,361394,41797,3007008,38148,319881,211762,158460,131354,118550,0,0,0
894,2160693224176388824,419285,420360,40884,472589,72706,349118,350193,40884,3153761,38108,331028,216169,158936,131302,118443,0,0,0
895,17428518194213363879,515534,516609,42261,527527,81158,477214,478289,42261,3148061,38208,334313,222154,166738,139654,126502,0,0,0
896,12642635681560105603,489383,490458,41978,508430,78220,448753,449828,41978,3209132,38206,339740,223515,165965,137409,123562,0,0,0
897,3025665335478921102,498593,499668,42341,521807,80278,449273,450348,42341,3208244,38204,341588,225092,167686,139402,125151,0,0,0
898,7804365686505568311,426740,427815,41211,479765,73810,352135,353210,41211,3139767,38200,326872,215247,160223,131937,118679,0,0,0
899,14239639194400288927,438137,439212,41815,502203,77262,365240,366315,41815,3215481,38194,332748,219575,163119,135506,122125,0,0,0
900,17827534990866421231,429410,430485,41627,520065,80010,355428,356503,41627,3127712,38184,327709,219365,164437,137363,124426,0,0,0
901,4644923400655773523,134257,135332,33491,262951,40454,69309,70384,30966,2825371,34542,282199,174028,120234,93404,81080,0,0,0
902,12032382174141264649,260410,261485,39569,433407,66678,149170,150245,39447,3118715,37616,322111,208457,151866,124486,111294,0,0,0
903,12343466859260640425,406375,407450,41400,483483,74382,320610,321685,41400,3094075,38106,323060,213037,159199,131917,119156,0,0,0
904,14987389636046831489,436426,437501,41242,483899,74446,366050,367125,41242,3071118,37858,325394,215018,159985,132542,119439,0,0,0
905,15223012439598241706,468552,469627,42229,514423,79142,400561,401636,42229,3196403,38204,335366,222418,166049,137499,124482,0,0,0
906,14415805825542023475,374669,375744,38899,410917,63218,289507,290582,38829,3058425,37832,322591,207373,149910,121452,108143,0,0,0
907,11443867116056665369,552339,553414,42861,538629,82866,534137,535212,42861,3217302,38204,340305,226562,169606,141641,128704,0,0,0
908,17632327704928312704,501276,502351,42095,531323,81742,455173,456248,42095,3215870,38192,338887,225000,168728,140181,127070,0,0,0
909,8534924094455459347,427313,428388,41817,513994,79076,349422,350497,41817,3094701,38166,332990,220667,164791,137084,123909,0,0,0
910,9410816317972795642,86398,87472,26762,167336,25744,44603,45677,24432,2379510,24800,231666,137910,91443,68365,56928,0,0,0
911,16217274283627841721,282977,284052,38601,334490,51460,187638,188713,38261,2956159,37030,302743,191174,135975,107924,94954,0,0,0
912,15858927551925648135,149166,150241,35357,301353,46362,65866,66941,33505,2810488,35739,289035,180648,127456,100365,87819,0,0,0
913,14804295822318633698,469386,470461,42140,516386,79444,412694,413769,42140,3202722,38198,335348,221849,166166,138158,124778,0,0,0
914,3638468336400747654,474649,475724,42117,521326,80204,425326,426401,42117,3176209,38188,335528,222666,166755,138751,126025,0,0,0
915,33007219534549742,413911,414986,41312,499096,76784,312898,313973,41312,3144338,38158,330467,218208,162447,135137,122078,0,0,0
916,13393328812367195973,482211,483286,41990,511641,78714,417045,418120,41990,3091048,38184,323578,216046,162011,135529,122722,0,0,0
917,15444983754434254459,412064,413139,41508,509730,78420,316953,318028,41508,3106092,38204,322312,214893,162011,135793,122855,0,0,0
918,13359788713770306758,69379,70454,21773,115882,17828,34064,35139,19531,1938337,17285,186176,108912,70369,50347,41194,0,0,0
919,14574030825485194892,679121,1132397,41412,512148,78792,679121,1070413,41412,3145489,38188,328252,219055,163023,135909,123212,0,0,0
920,15050860306121759515,422804,423879,41205,483808,74432,330080,331155,41205,3061238,38114,322123,212859,158369,131507,118778,0,0,0
921,12464161397891326828,465460,466535,41585,510172,78488,403530,404605,41585,3178833,38186,331321,219576,163504,136724,123343,0,0,0
922,12221204699151809059,417147,418222,41024,471198,72492,321782,322857,41024,3092061,38162,326001,213777,158223,130473,117322,0,0,0
923,10318225610935314844,427961,429036,41402,494793,76122,346237,347312,41402,3168162,38190,326724,215800,160772,133653,120544,0,0,0
924,4428639800189357673,5194,6108,14901,14521,2234,3602,4399,13415,481735,2752,43393,24010,14274,9311,6981,0,0,0
925,5144111373624317237,432125,433200,41705,479180,73720,359855,360930,41705,3153133,38170,329480,216055,160041,132034,118559,0,0,0
926,881696984102133287,107179,108254,30835,228254,35116,59673,60748,28753,2809781,30973,274479,166319,112494,85832,72804,0,0,0
927,8769047683655770169,409104,410179,41447,485771,74734,321435,322510,41447,3160828,38090,327385,215919,159859,132543,119493,0,0,0
928,9280014168641761311,500693,501768,42195,525408,80832,452994,454069,42195,3242337,38174,339048,224730,168131,139550,126640,0,0,0
929,2817908750561472262,499389,500464,42425,528034,81236,454672,455747,42425,3137780,38158,336612,223366,167320,138777,125626,0,0,0
930,12692203770258257794,425948,427023,41018,507481,78074,337405,338480,41018,3147784,38180,327975,217382,161927,134890,122078,0,0,0
931,7843896489648206411,446779,447854,41363,509873,78442,372594,373669,41363,3103348,38160,326235,216976,163141,135147,122046,0,0,0
932,7190741869109978945,465416,466491,42278,530465,81610,394200,395275,42278,3142148,38200,332335,221904,166535,139308,126479,0,0,0
933,14027941549683130688,343629,344704,40963,471926,72604,225327,226402,40946,3103614,38194,323264,212489,157285,129809,117004,0,0,0
934,12386947397245285736,424305,425380,41254,487097,74938,334831,335906,41254,3132696,38192,335507,220163,162181,133898,120266,0,0,0
935,16512276486263820550,73726,74801,25172,139958,21532,42679,43754,23170,2157417,21412,214293,125913,82004,60093,49083,0,0,0
936,16066128716840610998,508831,509906,42221,533988,82152,474120,475195,42221,3175938,38208,334555,223331,167623,139967,127029,0,0,0
937,9186987379838798154,121051,122126,31431,208910,32140,62910,63985,29025,2686430,30719,266887,160945,108434,82456,69563,0,0,0
938,6382233114602488547,215122,216197,37058,375557,57778,126008,127083,36545,2953378,37404,310935,198728,142870,114551,101677,0,0,0
939,9376674436621102298,319518,320593,40297,425607,65478,191221,192296,40297,3133729,38008,316442,205220,149907,122842,109716,0,0,0
940,8639357954905343044,442611,443686,41192,485875,74750,362288,363363,41192,3079596,38178,322039,212958,158560,131965,119160,0,0,0
941,5758889414429521247,494091,495166,42194,491946,75684,436624,437699,42194,3110208,38190,329557,217028,160964,133256,120106,0,0,0
942,5761491387304518049,478276,479351,42120,520741,80114,413059,414134,42120,3146634,38192,330116,219608,164931,137595,124538,0,0,0
943,12948889631491074265,482684,483759,42181,518128,79712,428492,429567,42181,3195952,38180,329903,219755,164378,137341,124124,0,0,0
944,4147725322242491356,227758,228833,39936,472537,72698,120071,121146,39865,3064734,37932,328178,214824,158349,130178,117185,0,0,0
945,11312094387133577916,16355,17419,14348,50934,7836,10677,11731,11959,1144132,8627,108350,61351,37909,26342,21037,0,0,0
946,7992844475174703416,307070,308145,37647,371761,57194,237978,239053,36747,2990187,37475,307127,196625,141230,114277,101508,0,0,0
947,17895427854414492333,542226,543301,42357,528931,81374,523182,524257,42357,3181135,38206,339319,225205,168038,140325,127214,0,0,0
948,1449200003393710283,155948,157023,32906,239707,36878,76215,77290,29585,2760071,31799,274897,167705,114400,87804,75154,0,0,0
949,13725015926379416298,94507,95582,29037,200512,30848,53065,54131,26553,2592352,28905,260566,156981,104353,78332,66274,0,0,0
950,1469654067727455859,395126,396201,41447,493714,75956,293333,294408,41447,3151469,38040,329080,217096,161064,133111,120223,0,0,0
951,3929949434806635363,505219,506294,42431,534079,82166,461432,462507,42431,3141193,38208,332559,222173,167567,139812,127043,0,0,0
952,14397157316328165825,349756,350831,39769,433888,66752,219461,220536,39721,3110383,37793,324282,210065,153241,124482,111626,0,0,0
953,3510142027029283663,475237,476312,41933,520832,80128,423190,424265,41933,3163679,38202,338021,223790,166879,138673,124999,0,0,0
954,4649797841629447428,679121,1135863,41638,513552,79008,679121,1076609,41638,3186485,38196,334906,222259,165636,137090,123873,0,0,0
955,17748634015715082273,429276,430351,41634,493727,75958,358857,359932,41634,3126994,38124,327096,215899,161426,134090,120751,0,0,0
956,14639121185478754043,190189,191264,39165,386360,59440,105807,106882,38935,3156207,37666,313554,200514,144363,116568,103623,0,0,0
957,15919382364227160330,11104,12148,14947,36452,5608,7749,8772,12438,916624,6454,87152,48874,29791,20213,15639,0,0,0
958,18181668828228349576,20919,21992,18577,63375,9750,13885,14949,15944,1297901,10195,123996,71085,44285,30700,24738,0,0,0
959,14377401343422520076,517587,518662,42166,528762,81348,490002,491077,42166,3098004,38208,328304,219253,164848,138767,125788,0,0,0
960,14155872532346277413,12333,13402,13766,35230,5420,8638,9702,11962,942101,6204,88073,49301,29607,19799,15243,0,0,0
961,5959461604616140130,453980,455055,41757,507169,78026,380894,381969,41757,3070158,38146,336659,222739,165220,136675,123806,0,0,0
962,2046047193573558870,473319,474394,41772,492765,75810,411246,412321,41772,3191692,38180,330373,218002,162094,134142,121126,0,0,0
963,5931276483383760584,454757,455832,41704,519480,79920,379779,380854,41704,3208769,38182,330388,219213,165202,137828,124771,0,0,0
964,8124394227018223474,269844,270919,40332,452023,69542,159256,160331,40332,3044628,37824,320433,209744,153944,126773,114025,0,0,0
965,10666632955134362418,497772,498847,42490,534612,82248,455733,456808,42490,3227463,38206,335736,223606,168214,140501,127590,0,0,0
966,17105290614096238044,409687,410762,40241,452673,69642,328790,329865,40225,3112105,38138,325983,212340,155670,128017,114906,0,0,0
967,14359358007913784651,149830,150905,36486,285311,43894,84359,85434,35611,2855073,36183,290327,181059,125656,98519,85549,0,0,0
968,441301935205744375,204306,205381,37442,366015,56310,110142,111217,36902,2991441,37880,307373,196783,141297,114255,101050,0,0,0
969,16395604576354944453,302756,303831,35908,319696,49184,220920,221995,34227,3010617,36668,296712,186506,131864,104497,91607,0,0,0
970,14751086347287325816,386384,387459,40568,458679,70566,279981,281056,40568,3134853,37989,330645,215641,157877,129386,116185,0,0,0
971,380213440481842357,511852,512927,42334,540384,83136,469112,470187,42334,3223453,38208,334728,223239,167930,140594,127576,0,0,0
972,16763790251554587023,233707,234782,37478,375180,57720,137628,138703,36537,2977755,37273,303825,194166,140765,113652,100744,0,0,0
973,190634481015849819,50854,51929,22769,111605,17170,28308,29383,20731,1930626,17442,190091,110633,70353,50873,41331,0,0,0
974,17966808084223078927,452,452,9023,0,0,452,452,9023,0,0,0,0,0,0,0,0,0,0
975,15236498132611252281,322290,323365,40312,433108,66632,185802,186877,40213,3050324,37901,321228,208138,152099,124123,111081,0,0,0
976,15978370130556415390,374785,375860,40995,479531,73774,272095,273170,40979,3096120,37854,328406,215458,159672,131369,118268,0,0,0
977,1355510552624619471,206653,207728,34727,286286,44044,127718,128793,31956,2902460,35692,293294,182324,126559,98925,86049,0,0,0
978,17895014322726953311,435329,436404,41178,503321,77434,353849,354924,41178,3138628,38186,334546,220495,164096,135547,122289,0,0,0
979,17032771049320406914,406884,407959,41048,507468,78072,314547,315622,41048,3107330,38200,327589,217693,162832,135710,122941,0,0,0
980,8150701463541434313,238166,239241,38612,392782,60428,132384,133459,38208,3048275,37586,312195,199901,144439,117119,104307,0,0,0
981,781407323928228224,103809,104884,29379,165854,25516,50435,51510,25880,2304867,24514,230296,136773,89894,66836,55040,0,0,0
982,16892142449481979063,52294,53369,24025,131456,20224,26633,27708,22325,2107178,20008,207181,121203,78593,57157,46701,0,0,0
983,14909073759368398021,244977,246052,37329,394043,60622,149341,150416,36981,3028998,37232,311091,199909,144796,118011,104268,0,0,0
984,9639223067711183996,117,117,2205,0,0,117,117,2205,0,0,0,0,0,0,0,0,0,0
985,6778408469340756413,432921,433996,41648,483769,74426,354126,355201,41648,3129967,38036,326638,215108,159999,132066,119131,0,0,0
986,17347653453998991702,54353,55428,24563,136669,21026,32574,33648,22932,2244859,21638,219313,128723,83418,60070,48955,0,0,0
987,1380873368553787281,528754,529829,42287,525603,80862,499300,500375,42287,3221529,38208,335703,223263,166654,138998,125739,0,0,0
988,15964393514131018579,302762,303837,39636,440674,67796,201469,202544,39440,3061711,37896,316898,206852,151881,124613,111705,0,0,0
989,12868068291020798798,344918,345993,40165,445107,68478,244569,245644,40130,3030719,38186,316585,206897,152969,125593,112076,0,0,0
990,3145700376134957334,351863,352938,40460,464685,71490,257108,258183,40460,3083677,38065,315866,208499,154454,128180,115376,0,0,0
991,2168339023784907740,294695,295770,40478,459095,70630,183855,184930,40442,3100657,37598,324957,212364,155475,127604,114398,0,0,0
992,11345039990800078233,544633,545708,42717,532688,81952,526437,527512,42717,3260745,38204,337834,224527,167876,140303,126825,0,0,0
993,7549447224519894117,463962,465037,42012,512356,78824,384495,385570,42012,3105732,38200,326199,217348,163312,136234,123256,0,0,0
994,11959955526821834570,506967,508042,42164,531505,81770,466915,467990,42164,3117802,38206,327751,219964,165796,138274,125420,0,0,0
995,11646948064231910344,518112,519187,42367,527384,81136,491355,492430,42367,3247539,38192,335655,223264,167237,139482,126464,0,0,0
996,17164489135809728848,130111,131186,34078,287534,44236,65952,67027,32021,2801653,33824,283545,177131,123660,97067,84624,0,0,0
997,9481981546529627380,128993,130068,34820,346320,53280,75218,76292,33724,2996557,36352,306424,194226,137694,109674,95881,0,0,0
998,4391963086530865516,250499,251574,35900,325975,50150,183796,184871,34319,2765934,35731,285515,180630,128904,103642,90921,0,0,0
999,5989209742549240050,486025,487100,39283,466349,71746,449286,450361,38660,3119151,37671,326128,213743,157526,129336,116330,0,0,0
